Product,Total Sale,Date, Region
gold morsel,5704.29,2018-03-01,west
magenta morsel,1320.0,2018-03-01,north
magenta morsel,1472.5,2018-03-01,south
magenta morsel,1295.0,2018-03-01,east
magenta morsel,1337.5,2018-03-01,west
chartreuse morsel,1581.0,2018-03-01,north
chartreuse morsel,1605.0,2018-03-01,south
chartreuse morsel,1563.0,2018-03-01,east
chartreuse morsel,1509.0,2018-03-01,west
periwinkle morsel,726.25,2018-03-01,north
periwinkle morsel,643.75,2018-03-01,south
periwinkle morsel,750.0,2018-03-01,east
periwinkle morsel,736.25,2018-03-01,west
vermilion morsel,2754.48,2018-03-01,north
vermilion morsel,2534.92,2018-03-01,south
vermilion morsel,2824.34,2018-03-01,east
vermilion morsel,2869.25,2018-03-01,west
lapis morsel,1068.6299999999999,2018-03-01,north
lapis morsel,1142.26,2018-03-01,south
lapis morsel,1180.07,2018-03-01,east
lapis morsel,1020.87,2018-03-01,west
pink morsel,1635.0,2018-03-02,north
pink morsel,1569.0,2018-03-02,south
pink morsel,1746.0,2018-03-02,east
pink morsel,1773.0,2018-03-02,west
gold morsel,5984.01,2018-03-02,north
gold morsel,5954.04,2018-03-02,south
gold morsel,5274.72,2018-03-02,east
gold morsel,5304.6900000000005,2018-03-02,west
magenta morsel,1387.5,2018-03-02,north
magenta morsel,1465.0,2018-03-02,south
magenta morsel,1420.0,2018-03-02,east
magenta morsel,1437.5,2018-03-02,west
chartreuse morsel,1659.0,2018-03-02,north
chartreuse morsel,1512.0,2018-03-02,south
chartreuse morsel,1788.0,2018-03-02,east
chartreuse morsel,1638.0,2018-03-02,west
periwinkle morsel,741.25,2018-03-02,north
periwinkle morsel,658.75,2018-03-02,south
periwinkle morsel,686.25,2018-03-02,east
periwinkle morsel,640.0,2018-03-02,west
vermilion morsel,2544.9,2018-03-02,north
vermilion morsel,2499.9900000000002,2018-03-02,south
vermilion morsel,2984.02,2018-03-02,east
vermilion morsel,2854.28,2018-03-02,west
lapis morsel,1082.56,2018-03-02,north
lapis morsel,1028.83,2018-03-02,south
lapis morsel,1088.53,2018-03-02,east
lapis morsel,1108.43,2018-03-02,west
pink morsel,1539.0,2018-03-03,north
pink morsel,1500.0,2018-03-03,south
pink morsel,1569.0,2018-03-03,east
pink morsel,1557.0,2018-03-03,west
gold morsel,5624.37,2018-03-03,north
gold morsel,5304.6900000000005,2018-03-03,south
gold morsel,5194.8,2018-03-03,east
gold morsel,5554.4400000000005,2018-03-03,west
magenta morsel,1255.0,2018-03-03,north
magenta morsel,1372.5,2018-03-03,south
magenta morsel,1440.0,2018-03-03,east
magenta morsel,1282.5,2018-03-03,west
chartreuse morsel,1749.0,2018-03-03,north
chartreuse morsel,1635.0,2018-03-03,south
chartreuse morsel,1542.0,2018-03-03,east
chartreuse morsel,1662.0,2018-03-03,west
periwinkle morsel,688.75,2018-03-03,north
periwinkle morsel,662.5,2018-03-03,south
periwinkle morsel,627.5,2018-03-03,east
periwinkle morsel,717.5,2018-03-03,west
vermilion morsel,2609.77,2018-03-03,north
vermilion morsel,2604.78,2018-03-03,south
vermilion morsel,2569.85,2018-03-03,east
vermilion morsel,2584.82,2018-03-03,west
lapis morsel,1062.66,2018-03-03,north
lapis morsel,1062.66,2018-03-03,south
lapis morsel,995.0,2018-03-03,east
lapis morsel,1140.27,2018-03-03,west
pink morsel,1773.0,2018-03-04,north
pink morsel,1644.0,2018-03-04,south
pink morsel,1614.0,2018-03-04,east
pink morsel,1674.0,2018-03-04,west
gold morsel,5994.0,2018-03-04,north
gold morsel,5784.21,2018-03-04,south
gold morsel,5054.9400000000005,2018-03-04,east
gold morsel,5774.22,2018-03-04,west
magenta morsel,1372.5,2018-03-04,north
magenta morsel,1262.5,2018-03-04,south
magenta morsel,1425.0,2018-03-04,east
magenta morsel,1335.0,2018-03-04,west
chartreuse morsel,1599.0,2018-03-04,north
chartreuse morsel,1566.0,2018-03-04,south
chartreuse morsel,1707.0,2018-03-04,east
chartreuse morsel,1626.0,2018-03-04,west
periwinkle morsel,685.0,2018-03-04,north
periwinkle morsel,688.75,2018-03-04,south
periwinkle morsel,667.5,2018-03-04,east
periwinkle morsel,662.5,2018-03-04,west
vermilion morsel,2554.88,2018-03-04,north
vermilion morsel,2864.26,2018-03-04,south
vermilion morsel,2894.2000000000003,2018-03-04,east
vermilion morsel,2574.84,2018-03-04,west
lapis morsel,1142.26,2018-03-04,north
lapis morsel,1152.21,2018-03-04,south
lapis morsel,1122.36,2018-03-04,east
lapis morsel,1060.67,2018-03-04,west
pink morsel,1533.0,2018-03-05,north
pink morsel,1653.0,2018-03-05,south
pink morsel,1557.0,2018-03-05,east
pink morsel,1746.0,2018-03-05,west
gold morsel,5734.26,2018-03-05,north
gold morsel,5094.900000000001,2018-03-05,south
gold morsel,5594.400000000001,2018-03-05,east
gold morsel,5244.75,2018-03-05,west
magenta morsel,1440.0,2018-03-05,north
magenta morsel,1465.0,2018-03-05,south
magenta morsel,1490.0,2018-03-05,east
magenta morsel,1495.0,2018-03-05,west
chartreuse morsel,1722.0,2018-03-05,north
chartreuse morsel,1758.0,2018-03-05,south
chartreuse morsel,1524.0,2018-03-05,east
chartreuse morsel,1782.0,2018-03-05,west
periwinkle morsel,733.75,2018-03-05,north
periwinkle morsel,672.5,2018-03-05,south
periwinkle morsel,687.5,2018-03-05,east
periwinkle morsel,720.0,2018-03-05,west
vermilion morsel,2524.94,2018-03-05,north
vermilion morsel,2974.04,2018-03-05,south
vermilion morsel,2514.96,2018-03-05,east
vermilion morsel,2979.03,2018-03-05,west
lapis morsel,1158.18,2018-03-05,north
lapis morsel,1144.25,2018-03-05,south
lapis morsel,1082.56,2018-03-05,east
lapis morsel,1042.76,2018-03-05,west
pink morsel,1719.0,2018-03-06,north
pink morsel,1719.0,2018-03-06,south
pink morsel,1659.0,2018-03-06,east
pink morsel,1800.0,2018-03-06,west
gold morsel,5324.67,2018-03-06,north
gold morsel,5854.14,2018-03-06,south
gold morsel,5884.11,2018-03-06,east
gold morsel,5544.45,2018-03-06,west
magenta morsel,1445.0,2018-03-06,north
magenta morsel,1265.0,2018-03-06,south
magenta morsel,1412.5,2018-03-06,east
magenta morsel,1370.0,2018-03-06,west
chartreuse morsel,1611.0,2018-03-06,north
chartreuse morsel,1773.0,2018-03-06,south
chartreuse morsel,1611.0,2018-03-06,east
chartreuse morsel,1746.0,2018-03-06,west
periwinkle morsel,631.25,2018-03-06,north
periwinkle morsel,748.75,2018-03-06,south
periwinkle morsel,705.0,2018-03-06,east
periwinkle morsel,631.25,2018-03-06,west
vermilion morsel,2709.57,2018-03-06,north
vermilion morsel,2789.4100000000003,2018-03-06,south
vermilion morsel,2719.55,2018-03-06,east
vermilion morsel,2679.63,2018-03-06,west
lapis morsel,1050.72,2018-03-06,north
lapis morsel,1048.73,2018-03-06,south
lapis morsel,1104.45,2018-03-06,east
lapis morsel,1052.71,2018-03-06,west
pink morsel,1581.0,2018-03-07,north
pink morsel,1602.0,2018-03-07,south
pink morsel,1608.0,2018-03-07,east
pink morsel,1650.0,2018-03-07,west
gold morsel,5204.79,2018-03-07,north
gold morsel,5744.25,2018-03-07,south
gold morsel,5044.95,2018-03-07,east
gold morsel,5644.35,2018-03-07,west
magenta morsel,1315.0,2018-03-07,north
magenta morsel,1340.0,2018-03-07,south
magenta morsel,1460.0,2018-03-07,east
magenta morsel,1387.5,2018-03-07,west
chartreuse morsel,1791.0,2018-03-07,north
chartreuse morsel,1518.0,2018-03-07,south
chartreuse morsel,1779.0,2018-03-07,east
chartreuse morsel,1719.0,2018-03-07,west
periwinkle morsel,737.5,2018-03-07,north
periwinkle morsel,743.75,2018-03-07,south
periwinkle morsel,673.75,2018-03-07,east
periwinkle morsel,670.0,2018-03-07,west
vermilion morsel,2924.1400000000003,2018-03-07,north
vermilion morsel,2944.1,2018-03-07,south
vermilion morsel,2814.36,2018-03-07,east
vermilion morsel,2594.8,2018-03-07,west
lapis morsel,1194.0,2018-03-07,north
lapis morsel,1172.11,2018-03-07,south
lapis morsel,1124.35,2018-03-07,east
lapis morsel,1066.64,2018-03-07,west
pink morsel,1611.0,2018-03-08,north
pink morsel,1530.0,2018-03-08,south
pink morsel,1698.0,2018-03-08,east
pink morsel,1668.0,2018-03-08,west
gold morsel,5894.1,2018-03-08,north
gold morsel,5584.41,2018-03-08,south
gold morsel,5354.64,2018-03-08,east
gold morsel,5614.38,2018-03-08,west
magenta morsel,1450.0,2018-03-08,north
magenta morsel,1475.0,2018-03-08,south
magenta morsel,1275.0,2018-03-08,east
magenta morsel,1452.5,2018-03-08,west
chartreuse morsel,1590.0,2018-03-08,north
chartreuse morsel,1506.0,2018-03-08,south
chartreuse morsel,1692.0,2018-03-08,east
chartreuse morsel,1662.0,2018-03-08,west
periwinkle morsel,742.5,2018-03-08,north
periwinkle morsel,741.25,2018-03-08,south
periwinkle morsel,662.5,2018-03-08,east
periwinkle morsel,666.25,2018-03-08,west
vermilion morsel,2659.67,2018-03-08,north
vermilion morsel,2849.29,2018-03-08,south
vermilion morsel,2939.11,2018-03-08,east
vermilion morsel,2949.09,2018-03-08,west
lapis morsel,1038.78,2018-03-08,north
lapis morsel,1080.57,2018-03-08,south
lapis morsel,1028.83,2018-03-08,east
lapis morsel,1074.6,2018-03-08,west
pink morsel,1746.0,2018-03-09,north
pink morsel,1524.0,2018-03-09,south
pink morsel,1506.0,2018-03-09,east
pink morsel,1704.0,2018-03-09,west
gold morsel,5824.17,2018-03-09,north
gold morsel,5864.13,2018-03-09,south
gold morsel,5174.82,2018-03-09,east
gold morsel,5014.9800000000005,2018-03-09,west
magenta morsel,1420.0,2018-03-09,north
magenta morsel,1317.5,2018-03-09,south
magenta morsel,1255.0,2018-03-09,east
magenta morsel,1287.5,2018-03-09,west
chartreuse morsel,1530.0,2018-03-09,north
chartreuse morsel,1701.0,2018-03-09,south
chartreuse morsel,1674.0,2018-03-09,east
chartreuse morsel,1587.0,2018-03-09,west
periwinkle morsel,626.25,2018-03-09,north
periwinkle morsel,726.25,2018-03-09,south
periwinkle morsel,661.25,2018-03-09,east
periwinkle morsel,632.5,2018-03-09,west
vermilion morsel,2944.1,2018-03-09,north
vermilion morsel,2884.2200000000003,2018-03-09,south
vermilion morsel,2979.03,2018-03-09,east
vermilion morsel,2644.7000000000003,2018-03-09,west
lapis morsel,1150.22,2018-03-09,north
lapis morsel,1112.41,2018-03-09,south
lapis morsel,1148.23,2018-03-09,east
lapis morsel,1148.23,2018-03-09,west
pink morsel,1788.0,2018-03-10,north
pink morsel,1719.0,2018-03-10,south
pink morsel,1746.0,2018-03-10,east
pink morsel,1584.0,2018-03-10,west
gold morsel,5184.81,2018-03-10,north
gold morsel,5514.4800000000005,2018-03-10,south
gold morsel,5684.31,2018-03-10,east
gold morsel,5874.12,2018-03-10,west
magenta morsel,1347.5,2018-03-10,north
magenta morsel,1307.5,2018-03-10,south
magenta morsel,1275.0,2018-03-10,east
magenta morsel,1492.5,2018-03-10,west
chartreuse morsel,1611.0,2018-03-10,north
chartreuse morsel,1503.0,2018-03-10,south
chartreuse morsel,1632.0,2018-03-10,east
chartreuse morsel,1563.0,2018-03-10,west
periwinkle morsel,637.5,2018-03-10,north
periwinkle morsel,730.0,2018-03-10,south
periwinkle morsel,663.75,2018-03-10,east
periwinkle morsel,671.25,2018-03-10,west
vermilion morsel,2814.36,2018-03-10,north
vermilion morsel,2559.87,2018-03-10,south
vermilion morsel,2869.25,2018-03-10,east
vermilion morsel,2654.6800000000003,2018-03-10,west
lapis morsel,1164.15,2018-03-10,north
lapis morsel,1134.3,2018-03-10,south
lapis morsel,1016.89,2018-03-10,east
lapis morsel,1014.9,2018-03-10,west
pink morsel,1692.0,2018-03-11,north
pink morsel,1635.0,2018-03-11,south
pink morsel,1608.0,2018-03-11,east
pink morsel,1590.0,2018-03-11,west
gold morsel,5634.36,2018-03-11,north
gold morsel,5964.03,2018-03-11,south
gold morsel,5554.4400000000005,2018-03-11,east
gold morsel,4995.0,2018-03-11,west
magenta morsel,1320.0,2018-03-11,north
magenta morsel,1367.5,2018-03-11,south
magenta morsel,1447.5,2018-03-11,east
magenta morsel,1272.5,2018-03-11,west
chartreuse morsel,1599.0,2018-03-11,north
chartreuse morsel,1566.0,2018-03-11,south
chartreuse morsel,1524.0,2018-03-11,east
chartreuse morsel,1680.0,2018-03-11,west
periwinkle morsel,728.75,2018-03-11,north
periwinkle morsel,728.75,2018-03-11,south
periwinkle morsel,667.5,2018-03-11,east
periwinkle morsel,652.5,2018-03-11,west
vermilion morsel,2634.7200000000003,2018-03-11,north
vermilion morsel,2644.7000000000003,2018-03-11,south
vermilion morsel,2689.61,2018-03-11,east
vermilion morsel,2524.94,2018-03-11,west
lapis morsel,1094.5,2018-03-11,north
lapis morsel,1130.32,2018-03-11,south
lapis morsel,1124.35,2018-03-11,east
lapis morsel,1128.33,2018-03-11,west
pink morsel,1599.0,2018-03-12,north
pink morsel,1518.0,2018-03-12,south
pink morsel,1602.0,2018-03-12,east
pink morsel,1659.0,2018-03-12,west
gold morsel,5124.87,2018-03-12,north
gold morsel,5304.6900000000005,2018-03-12,south
gold morsel,5694.3,2018-03-12,east
gold morsel,5784.21,2018-03-12,west
magenta morsel,1452.5,2018-03-12,north
magenta morsel,1322.5,2018-03-12,south
magenta morsel,1437.5,2018-03-12,east
magenta morsel,1497.5,2018-03-12,west
chartreuse morsel,1512.0,2018-03-12,north
chartreuse morsel,1644.0,2018-03-12,south
chartreuse morsel,1608.0,2018-03-12,east
chartreuse morsel,1758.0,2018-03-12,west
periwinkle morsel,703.75,2018-03-12,north
periwinkle morsel,643.75,2018-03-12,south
periwinkle morsel,632.5,2018-03-12,east
periwinkle morsel,651.25,2018-03-12,west
vermilion morsel,2799.3900000000003,2018-03-12,north
vermilion morsel,2569.85,2018-03-12,south
vermilion morsel,2544.9,2018-03-12,east
vermilion morsel,2744.5,2018-03-12,west
lapis morsel,1070.62,2018-03-12,north
lapis morsel,1128.33,2018-03-12,south
lapis morsel,1084.55,2018-03-12,east
lapis morsel,1026.84,2018-03-12,west
pink morsel,1644.0,2018-03-13,north
pink morsel,1611.0,2018-03-13,south
pink morsel,1554.0,2018-03-13,east
pink morsel,1515.0,2018-03-13,west
gold morsel,5294.7,2018-03-13,north
gold morsel,5644.35,2018-03-13,south
gold morsel,5174.82,2018-03-13,east
gold morsel,5284.71,2018-03-13,west
magenta morsel,1400.0,2018-03-13,north
magenta morsel,1435.0,2018-03-13,south
magenta morsel,1387.5,2018-03-13,east
magenta morsel,1310.0,2018-03-13,west
chartreuse morsel,1527.0,2018-03-13,north
chartreuse morsel,1599.0,2018-03-13,south
chartreuse morsel,1503.0,2018-03-13,east
chartreuse morsel,1587.0,2018-03-13,west
periwinkle morsel,711.25,2018-03-13,north
periwinkle morsel,652.5,2018-03-13,south
periwinkle morsel,653.75,2018-03-13,east
periwinkle morsel,631.25,2018-03-13,west
vermilion morsel,2929.13,2018-03-13,north
vermilion morsel,2904.1800000000003,2018-03-13,south
vermilion morsel,2499.9900000000002,2018-03-13,east
vermilion morsel,2529.9300000000003,2018-03-13,west
lapis morsel,1034.8,2018-03-13,north
lapis morsel,1022.86,2018-03-13,south
lapis morsel,1124.35,2018-03-13,east
lapis morsel,1082.56,2018-03-13,west
pink morsel,1515.0,2018-03-14,north
pink morsel,1632.0,2018-03-14,south
pink morsel,1512.0,2018-03-14,east
pink morsel,1776.0,2018-03-14,west
gold morsel,5394.6,2018-03-14,north
gold morsel,5654.34,2018-03-14,south
gold morsel,5294.7,2018-03-14,east
gold morsel,5324.67,2018-03-14,west
magenta morsel,1425.0,2018-03-14,north
magenta morsel,1472.5,2018-03-14,south
magenta morsel,1330.0,2018-03-14,east
magenta morsel,1325.0,2018-03-14,west
chartreuse morsel,1668.0,2018-03-14,north
chartreuse morsel,1776.0,2018-03-14,south
chartreuse morsel,1716.0,2018-03-14,east
chartreuse morsel,1536.0,2018-03-14,west
periwinkle morsel,681.25,2018-03-14,north
periwinkle morsel,633.75,2018-03-14,south
periwinkle morsel,640.0,2018-03-14,east
periwinkle morsel,626.25,2018-03-14,west
vermilion morsel,2789.4100000000003,2018-03-14,north
vermilion morsel,2634.7200000000003,2018-03-14,south
vermilion morsel,2984.02,2018-03-14,east
vermilion morsel,2529.9300000000003,2018-03-14,west
lapis morsel,1030.82,2018-03-14,north
lapis morsel,1016.89,2018-03-14,south
lapis morsel,1072.61,2018-03-14,east
lapis morsel,1188.03,2018-03-14,west
pink morsel,1677.0,2018-03-15,north
pink morsel,1503.0,2018-03-15,south
pink morsel,1605.0,2018-03-15,east
pink morsel,1647.0,2018-03-15,west
gold morsel,5754.24,2018-03-15,north
gold morsel,5164.83,2018-03-15,south
gold morsel,5814.18,2018-03-15,east
gold morsel,5134.86,2018-03-15,west
magenta morsel,1257.5,2018-03-15,north
magenta morsel,1500.0,2018-03-15,south
magenta morsel,1397.5,2018-03-15,east
magenta morsel,1490.0,2018-03-15,west
chartreuse morsel,1596.0,2018-03-15,north
chartreuse morsel,1557.0,2018-03-15,south
chartreuse morsel,1794.0,2018-03-15,east
chartreuse morsel,1560.0,2018-03-15,west
periwinkle morsel,680.0,2018-03-15,north
periwinkle morsel,666.25,2018-03-15,south
periwinkle morsel,672.5,2018-03-15,east
periwinkle morsel,703.75,2018-03-15,west
vermilion morsel,2644.7000000000003,2018-03-15,north
vermilion morsel,2739.51,2018-03-15,south
vermilion morsel,2814.36,2018-03-15,east
vermilion morsel,2544.9,2018-03-15,west
lapis morsel,1018.88,2018-03-15,north
lapis morsel,1156.19,2018-03-15,south
lapis morsel,1076.59,2018-03-15,east
lapis morsel,1028.83,2018-03-15,west
pink morsel,1506.0,2018-03-16,north
pink morsel,1737.0,2018-03-16,south
pink morsel,1590.0,2018-03-16,east
pink morsel,1767.0,2018-03-16,west
gold morsel,5954.04,2018-03-16,north
gold morsel,5914.08,2018-03-16,south
gold morsel,5864.13,2018-03-16,east
gold morsel,5494.5,2018-03-16,west
magenta morsel,1380.0,2018-03-16,north
magenta morsel,1460.0,2018-03-16,south
magenta morsel,1332.5,2018-03-16,east
magenta morsel,1490.0,2018-03-16,west
chartreuse morsel,1608.0,2018-03-16,north
chartreuse morsel,1611.0,2018-03-16,south
chartreuse morsel,1647.0,2018-03-16,east
chartreuse morsel,1641.0,2018-03-16,west
periwinkle morsel,660.0,2018-03-16,north
periwinkle morsel,670.0,2018-03-16,south
periwinkle morsel,657.5,2018-03-16,east
periwinkle morsel,700.0,2018-03-16,west
vermilion morsel,2804.38,2018-03-16,north
vermilion morsel,2829.33,2018-03-16,south
vermilion morsel,2644.7000000000003,2018-03-16,east
vermilion morsel,2819.35,2018-03-16,west
lapis morsel,1022.86,2018-03-16,north
lapis morsel,1054.7,2018-03-16,south
lapis morsel,1024.85,2018-03-16,east
lapis morsel,1150.22,2018-03-16,west
pink morsel,1593.0,2018-03-17,north
pink morsel,1614.0,2018-03-17,south
pink morsel,1710.0,2018-03-17,east
pink morsel,1662.0,2018-03-17,west
gold morsel,5484.51,2018-03-17,north
gold morsel,5954.04,2018-03-17,south
gold morsel,5714.28,2018-03-17,east
gold morsel,5224.77,2018-03-17,west
magenta morsel,1325.0,2018-03-17,north
magenta morsel,1495.0,2018-03-17,south
magenta morsel,1357.5,2018-03-17,east
magenta morsel,1307.5,2018-03-17,west
chartreuse morsel,1533.0,2018-03-17,north
chartreuse morsel,1737.0,2018-03-17,south
chartreuse morsel,1566.0,2018-03-17,east
chartreuse morsel,1716.0,2018-03-17,west
periwinkle morsel,717.5,2018-03-17,north
periwinkle morsel,712.5,2018-03-17,south
periwinkle morsel,736.25,2018-03-17,east
periwinkle morsel,687.5,2018-03-17,west
vermilion morsel,2689.61,2018-03-17,north
vermilion morsel,2549.8900000000003,2018-03-17,south
